id	rate
16029	3.422
16031	10.810
16033	347
16035	2.754
16037	1.771
16039	10.069
16041	6.264
16043	6.897
16045	7.223
16047	7.553
16049	5.724
16051	11.960
16053	10.862
16055	67.603
16057	19.420
16059	2.891
16061	1.399
16063	2.444
16065	19.736
16067	10.029
16069	20.006
16071	2.041
16073	4.660
16075	10.374
16077	3.470
16079	4.721
16081	5.238
16083	37.963
16085	4.517
16087	4.210
17001	30.636
17003	2.096
17005	7.281
17007	24.367
17009	2.630
17011	15.637
17013	2.159
17015	7.183
17017	5.838
17019	100.381
17021	14.118
17023	7.365
17025	5.968
17027	19.082
17029	23.298
17031	2.497.141
17033	8.524
17035	5.515
17037	50.936
17039	7.320
17041	9.445
17043	490.314
17045	8.736
17047	2.695
17049	17.420
17051	8.763
17053	6.001
17055	14.989
17057	14.544
17059	2.246
17061	5.482
17063	23.753
17065	3.685
17067	7.922
17069	1.228
17071	3.299
17073	22.942
17075	13.214
17077	27.423
17079	4.229
17081	16.096
17083	10.379
17085	10.355
17087	3.868
17089	250.134
17091	50.596
17093	63.178
17095	21.360
17097	348.050
17099	53.544
17101	5.771
17103	16.741
17105	15.604
17107	12.192
17109	13.293
17111	157.423
17113	85.879
17115	46.808
17117	21.486
17119	125.951
17121	16.797
17123	5.200
17125	5.827
17127	5.638
17129	6.346
17131	7.422
17133	17.393
17135	10.837
17137	15.781
17139	6.931
17141	23.548
17143	83.673
17145	8.109
17147	7.874
17149	6.800
17151	1.618
17153	1.812
17155	3.067
17157	13.573
17159	6.937
17161	66.745
17163	118.837
17165	9.115
17167	99.689
17169	3.043
17171	2.286
17173	9.455
17175	2.485
17177	19.518
17179	62.310
17181	6.808
17183	32.690
17185	5.171
17187	7.881
17189	8.764
17191	6.578
17193	6.319
17195	26.375
17197	337.048
17199	30.478
17201	131.392
17203	18.391
18001	16.165
18003	170.958
18005	42.486
18007	4.441
18009	4.996
18011	32.693
18013	7.199
18015	9.790
18017	17.120
18019	57.145
18021	11.711
18023	16.282
18025	4.644
18027	15.207
18029	24.090
18031	13.706
18033	21.038
18035	52.260
18037	22.315
18039	102.824
18041	8.703
18043	38.823
18045	7.409
18047	10.680
18049	9.091
18051	18.468
18053	30.960
18055	12.807
18057	163.870
18059	36.279
18061	18.816
18063	80.806
18065	20.777
18067	36.032
18069	17.894
18071	21.098
18073	15.374
18075	9.457
18077	14.542
18079	12.481
18081	75.436
18083	18.193
18085	39.343
18087	18.241
18089	214.474
18091	44.993
18093	19.239
18095	55.653
18097	454.930
18099	22.886
18101	4.868
18103	14.944
18105	65.897
18107	18.294
18109	34.180
18111	6.547
18113	22.329
18115	3.026
18117	8.602
18119	8.929
18121	6.606
18123	8.935
18125	5.990
18127	80.317
18129	12.778
18131	5.970
18133	15.761
18135	11.765
18137	13.011
18139	8.464
18141	126.704
18143	9.875
18145	21.906
18147	9.830
18149	10.029
18151	19.187
18153	8.094
18155	4.677
18157	91.661
18159	8.038
18161	3.415
18163	88.501
18165	6.701
18167	46.027
18169	14.822
18171	3.831
18173	30.550
18175	12.969
18177	29.572
18179	13.537
18181	12.846
18183	16.400
19001	4.004
19003	2.163
19005	7.127
19007	5.844
19009	3.094
19011	13.106
19013	66.914
19015	14.789
19017	13.412
19019	10.669
19021	10.960
19023	7.572
19025	4.220
19027	10.908
19029	7.105
19031	10.489
19033	21.996
19035	5.943
19037	6.016
19039	4.670
19041	8.372
19043	9.520
19045	22.703
19047	7.809
19049	42.574
19051	4.066
19053	4.232
19055	10.348
19057	19.004
19059	9.216
19061	53.007
19063	5.329
19065	10.304
19067	8.257
19069	5.652
19071	3.955
19073	5.469
19075	6.454
19077	5.436
19079	6.856
19081	6.196
19083	8.118
19085	7.239
19087	9.218
19089	5.095
19091	5.136
19093	3.857
19095	10.151
19097	10.498
19099	18.272
19101	8.864
19103	82.204
19105	10.246
19107	5.117
19109	8.504
19111	16.787
19113	114.489
19115	5.830
19117	4.214
19119	6.774
19121	7.944
19123	11.293
19125	16.735
19127	18.125
19129	7.073
19131	5.516
19133	4.483
19135	3.771
19137	4.963
19139	21.352
19141	8.070
19143	3.387
19145	6.115
19147	4.737
19149	14.356
19151	4.036
19153	247.093
19155	46.872
19157	10.033
19159	2.459
19161	5.269
19163	81.787
19165	6.624
19167	20.159
19169	57.121
19171	9.286
19173	3.106
19175	6.242
19177	3.652
19179	17.038
19181	25.898
19183	12.094
19185	2.716
19187	19.572
19189	4.904
19191	11.574
19193	53.913
19195	4.025
19197	6.446
20001	6.138
20003	3.908
20005	6.814
20007	2.445
20009	13.481
20011	6.792
20013	4.978
20015	30.710
20017	1.324
20019	1.435
20021	9.971
20023	1.306
20025	1.104
20027	3.856
20029	4.100
20031	4.045
20033	905
20035	16.312
20037	18.044
20039	1.225
20041	8.904
20043	4.073
20045	64.640
20047	1.837
20049	1.164
20051	16.598
20053	2.717
20055	19.753
20057	17.223
20059	13.620
20061	11.831
20063	1.445
20065	1.148
20067	3.706
20069	3.312
20071	895
20073	3.134
20075	1.586
20077	2.955
20079	16.536
20081	2.245
20083	990
20085	6.878
20087	9.610
20089	1.279
20091	311.980
20093	2.010
20095	3.452
20097	1.423
20099	10.292
20101	807
20103	33.528
20105	1.695
20107	3.998
20109	1.669
20111	16.273
20113	15.904
20115	5.876
20117	5.387
20119	2.255
20121	15.942
20123	3.553
20125	14.811
20127	2.979
20129	1.318
20131	5.761
20133	5.694
20135	1.368
20137	2.802
20139	7.518
20141	2.004
20143	3.079
20145	3.087
20147	2.843
20149	12.309
20151	4.895
20153	1.473
20155	28.970
20157	2.420
20159	5.202
20161	37.055
20163	2.542
20165	1.689
20167	3.454
20169	29.618
20171	2.730
20173	235.628
20175	9.718
20177	86.372
20179	1.417
20181	2.850
20183	1.984
20185	2.023
20187	1.027
20189	2.801
20191	10.576
20193	4.251
20195	1.456
20197	3.527
20199	812
20201	2.970
20203	1.178
20205	3.884
20207	1.539
20209	71.296
21001	6.295
21003	8.297
21005	10.667
21007	3.349
21009	17.750
21011	4.323
21013	7.831
21015	61.342
21017	9.309
21019	16.319
21021	11.243
21023	3.419
21025	3.516
21027	7.240
21029	37.049
21031	4.782
21033	5.177
21035	17.256
21037	44.623
21039	2.427
21041	4.743
21043	8.911
21045	6.380
21047	23.117
21049	15.709
21051	4.974
21053	3.329
21055	3.858
21057	2.636
21059	42.714
21061	4.347
21063	1.934
21065	5.034
21067	158.515
21069	5.731
21071	10.363
21073	22.842
21075	1.907
21077	3.573
21079	7.192
21081	10.251
21083	14.343
21085	10.005
21087	4.732
21089	12.173
21091	3.629
21093	44.432
21095	6.315
21097	7.934
21099	7.490
21101	19.827
21103	7.246
21105	1.943
21107	18.901
21109	3.851
21111	353.658
21113	23.742
21115	6.541
21117	77.528
21119	4.114
21121	8.873
21123	5.587
21125	21.766
21127	4.561
21129	1.776
21131	2.478
21133	5.709
21135	4.523
21137	8.352
21139	3.403
21141	11.139
21143	2.655
21145	26.937
21147	4.354
21149	4.006
21151	41.942
21153	2.715
21155	9.036
21157	13.683
21159	2.773
21161	6.699
21163	11.185
21165	2.134
21167	9.215
21169	3.886
21171	4.491
21173	10.854
21175	4.005
21177	10.633
21179	20.002
21181	3.044
21183	8.757
21185	29.304
21187	5.155
21189	1.018
21191	6.172
21193	7.761
21195	17.685
21197	4.513
21199	23.891
21201	755
21203	6.244
21205	10.034
21207	5.407
21209	25.397
21211	21.742
21213	7.792
21215	8.730
21217	10.701
21219	5.193
21221	5.374
21223	3.588
21225	5.786
21227	56.638
21229	5.934
21231	6.845
21233	5.568
21235	12.143
21237	1.746
21239	13.859
22001	22.946
22003	8.294
22005	58.091
22007	8.497
22009	14.460
22011	14.009
22013	5.218
22015	54.088
22017	100.897
22019	95.526
22021	3.612
22023	3.558
22025	3.051
22027	5.598
22029	6.598
22031	10.045
22033	220.664
22035	1.913
22037	7.660
22039	11.710
22041	6.603
22043	7.775
22045	27.894
22047	13.259
22049	6.615
22051	204.631
22053	12.639
22055	107.976
22057	41.288
22059	5.907
22061	19.027
22063	64.276
22065	3.443
22067	9.537
22069	15.067
22071	168.301
22073	67.181
22075	9.644
22077	9.376
22079	53.935
22081	3.558
22083	7.747
22085	8.641
22087	18.208
22089	23.893
22091	4.087
22093	8.886
22095	18.660
22097	30.208
22099	21.387
22101	20.553
22103	109.887
22105	49.810
22107	1.507
22109	46.667
22111	8.645
22113	22.932
22115	16.185
22117	15.938
22119	14.000
22121	12.424
22123	3.555
22125	5.080
22127	4.820
23001	52.558
23003	29.199
23005	151.070
23007	13.970
23009	24.770
23011	58.587
23013	18.644
23015	15.121
23017	25.245
23019	72.655
23021	6.889
23023	18.108
23025	21.517
23027	18.918
23029	12.534
23031	102.863
24001	30.141
24003	288.807
24005	423.157
24009	45.344
24011	16.524
24013	89.191
24015	49.227
24017	77.396
24019	14.482
24021	123.281
24023	14.481
24025	129.673
24027	170.700
24029	9.318
24031	528.816
24033	466.254
24035	25.320
24037	52.139
24039	7.998
24041	18.270
24043	71.600
24045	44.664
24047	21.699
24510	272.792
25001	95.914
25003	60.938
25005	270.922
25007	7.238
25009	388.440
25011	37.796
25013	209.213
25015	83.635
25017	832.094
25019	4.905
25021	355.118
25023	254.640
25025	404.860
25027	406.850
26001	3.416
26003	2.854
26005	58.380
26007	12.854
26009	8.853
26011	5.406
26013	3.011
26015	29.473
26017	49.069
26019	7.873
26021	68.778
26023	18.095
26025	61.024
26027	23.246
26029	11.782
26031	8.807
26033	15.204
26035	10.850
26037	39.119
26039	4.855
26041	15.640
26043	11.836
26045	55.064
26047	15.569
26049	172.123
26051	9.065
26053	6.184
26055	45.182
26057	17.301
26059	20.044
26061	15.994
26063	14.857
26065	143.403
26067	28.205
26069	9.007
26071	4.812
26073	33.512
26075	70.561
26077	126.283
26079	6.882
26081	337.671
26083	872
26085	3.380
26087	37.231
26089	9.732
26091	45.102
26093	93.185
26095	2.214
26097	3.607
26099	403.342
26101	9.475
26103	31.852
26105	12.742
26107	18.204
26109	10.680
26111	39.273
26113	6.402
26115	73.418
26117	26.552
26119	2.677
26121	73.051
26123	21.971
26125	611.942
26127	10.577
26129	7.361
26131	2.035
26133	9.587
26135	2.531
26137	10.636
26139	149.862
26141	4.588
26143	6.881
26145	84.270
26147	68.721
26149	27.945
26151	17.797
26153	2.993
26155	31.603
26157	22.690
26159	33.200
26161	186.345
26163	718.818
26165	13.675
27001	6.387
27003	181.647
27005	17.175
27007	21.937
27009	20.413
27011	2.474
27013	38.885
27015	13.527
27017	16.486
27019	52.960
27021	12.445
27023	6.502
27025	27.319
27027	33.995
27029	4.196
27031	2.689
27033	5.156
27035	28.659
27037	222.968
27039	10.884
27041	18.945
27043	6.816
27045	10.737
27047	15.470
27049	25.505
27051	3.019
27053	650.334
27055	9.983
27057	8.623
27059	19.169
27061	19.828
27063	5.814
27065	8.351
27067	22.495
27069	2.251
27071	5.627
27073	3.416
27075	4.696
27077	2.398
27079	14.619
27081	3.152
27083	14.156
27085	18.615
27087	2.217
27089	5.036
27091	9.808
27093	12.412
27095	11.774
27097	16.383
27099	19.529
27101	4.576
27103	20.083
27105	10.912
27107	3.194
27109	80.948
27111	28.593
27113	8.449
27115	13.546
27117	4.498
27119	16.198
27121	5.824
27123	267.868
27125	2.104
27127	7.714
27129	7.933
27131	34.142
27133	5.633
27135	7.869
27137	95.640
27139	76.117
27141	47.103
27143	7.971
27145	83.937
27147	19.924
27149	5.392
27151	4.686
27153	12.166
27155	1.652
27157	11.348
27159	5.851
27161	8.888
27163	131.788
27165	5.871
27167	3.514
27169	28.121
27171	68.770
27173	5.192
28001	10.187
28003	15.309
28005	4.161
28007	6.411
28009	2.791
28011	12.376
28013	5.608
28015	3.135
28017	6.619
28019	3.397
28021	2.760
28023	5.707
28025	7.265
28027	8.317
28029	10.629
28031	7.510
28033	81.834
28035	31.690
28037	2.636
28039	8.124
28041	3.980
28043	8.950
28045	17.588
28047	81.379
28049	104.727
28051	5.226
28053	2.041
28055	324
28057	9.924
28059	55.443
28061	5.761
28063	1.889
28065	3.880
28067	24.534
28069	3.262
28071	24.481
28073	28.351
28075	30.307
28077	4.347
28079	7.247
28081	38.910
28083	9.266
28085	13.530
28087	23.689
28089	50.246
28091	9.621
28093	13.597
28095	14.567
28097	3.983
28099	10.019
28101	8.248
28103	3.620
28105	22.213
28107	12.153
28109	21.870
28111	4.080
28113	13.637
28115	13.489
28117	10.435
28119	2.328
28121	71.408
28123	12.506
28125	1.508
28127	10.437
28129	6.436
28131	6.082
28133	7.411
28135	5.234
28137	11.298
28139	8.920
28141	7.690
28143	4.277
28145	13.024
28147	4.661
28149	19.784
28151	15.937
28153	6.966
28155	3.691
28157	2.544
28159	6.535
28161	4.576
28163	8.560
29001	10.024
29003	9.558
29005	2.660
29007	10.792
29009	14.438
29011	5.074
29013	7.740
29015	6.754
29017	5.286
29019	97.066
29021	44.753
29023	18.110
29025	4.236
29027	20.909
29029	16.310
29031	39.671
29033	4.526
29035	2.308
29037	52.232
29039	5.504
29041	3.659
29043	41.807
29045	3.138
29047	128.735
29049	10.633
29051	38.308
29053	7.211
29055	10.242
29057	3.443
29059	6.607
29061	3.920
29063	4.833
29065	5.936
29067	4.868
29069	11.939
29071	50.435
29073	7.337
29075	3.415
29077	145.327
29079	4.729
29081	3.712
29083	9.678
29085	3.388
29087	2.563
29089	4.868
29091	15.248
29093	3.530
29095	348.391
29097	56.965
29099	113.281
29101	22.433
29103	1.859
29105	15.257
29107	16.615
29109	17.046
29111	4.880
29113	25.849
29115	4.890
29117	7.007
29119	10.230
29121	7.279
29123	5.201
29125	3.729
29127	13.801
29129	1.801
29131	11.071
29133	5.919
29135	7.093
29137	4.003
29139	5.488
29141	7.382
29143	7.910
29145	27.762
29147	10.745
29149	3.930
29151	6.944
29153	3.295
29155	6.494
29157	9.701
29159	19.868
29161	18.641
29163	7.747
29165	54.179
29167	13.605
29169	14.018
29171	2.323
29173	5.313
29175	10.198
29177	10.745
29179	2.486
29181	4.981
29183	211.962
29185	3.693
29186	8.548
29187	24.929
29189	515.245
29195	10.423
29197	1.805
29199	2.355
29201	18.846
29203	3.017
29205	2.919
29207	12.527
29209	10.972
29211	2.642
29213	21.383
29215	8.798
29217	9.201
29219	16.696
29221	9.771
29223	5.418
29225	15.971
29227	1.153
29229	7.173
29510	151.968
30001	4.780
30003	5.122
30005	2.267
30007	2.385
30009	5.200
30011	649
30013	36.318
30015	2.400
30017	6.027
30019	896
30021	4.616
30023	4.993
30025	1.752
30027	5.400
30029	41.798
30031	58.317
30033	745
30035	5.019
30037	362
30039	1.582
30041	7.417
30043	5.328
30045	894
30047	12.176
30049	33.671
30051	953
30053	6.889
30055	1.021
30057	4.706
30059	919
30061	1.491
30063	58.687
30065	2.168
30067	7.568
30069	258
30071	1.834
30073	2.739
30075	1.050
30077	2.674
30079	498
30081	18.264
30083	6.232
30085	4.441
30087	3.782
30089	4.207
30091	1.936
30093	16.206
30095	4.612
30097	1.735
30099	2.746
30101	2.153
30103	355
30105	4.170
30107	736
30109	481
30111	77.886
31001	15.892
31003	3.340
31005	206
31007	393
31009	243
31011	2.836
31013	5.424
31015	1.037
31017	1.275
31019	26.299
31021	3.376
31023	4.463
31025	12.549
31027	4.341
31029	2.218
31031	3.204
31033	5.321
31035	3.149
31037	5.349
31039	4.521
31041	6.012
31043	10.598
31045	5.129
31047	12.426
31049	1.026
31051	2.942
31053	18.472
31055	276.213
31057	1.129
31059	3.013
31061	1.429
31063	1.496
31065	2.619
31067	10.677
31069	1.139
31071	1.143
31073	993
31075	435
31077	1.150
31079	29.933
31081	4.445
31083	1.678
31085	564
31087	1.232
31089	5.568
31091	334
31093	3.127
31095	4.089
31097	2.012
31099	3.592
31101	4.353
31103	646
31105	1.876
31107	4.429
31109	164.137
31111	17.794
31113	454
31115	360
31117	450
31119	18.565
31121	3.799
31123	2.538
31125	1.908
31127	3.555
31129	2.270
31131	7.929
31133	1.631
31135	1.746
31137	4.762
31139	3.923
31141	16.187
31143	2.724
31145	5.775
31147	4.049
31149	845
31151	7.065
31153	87.806
31155	10.473
31157	18.190
31159	8.414
31161	2.612
31163	1.627
31165	755
31167	3.295
31169	2.836
31171	406
31173	2.785
31175	1.961
31177	10.538
31179	5.461
31181	1.631
31183	532
31185	6.940
32001	10.185
32003	978.717
32005	21.145
32007	25.314
32009	507
32011	988
32013	7.765
32015	2.974
32017	1.928
32019	19.903
32021	1.866
32023	14.930
32027	2.340
32029	1.768
32031	215.953
32033	4.304
32510	23.074
33001	29.539
33003	22.464
33005	39.983
33007	14.101
33009	48.103
33011	222.189
33013	79.053
33015	171.437
33017	69.394
33019	23.042
34001	113.169
34003	464.218
34005	221.546
34007	240.356
34009	35.538
34011	62.304
34013	349.755
34015	141.721
34017	345.126
34019	62.872
34021	191.196
34023	418.289
34025	312.924
34027	251.030
34029	251.906
34031	232.806
34033	28.753
34035	166.692
34037	72.588
34039	263.819
34041	54.461
35001	304.630
35003	1.007
35005	25.946
35006	8.409
35007	5.186
35009	20.779
35011	808
35013	87.481
35015	27.240
35017	11.561
35019	1.520
35021	257
35023	1.913
35025	25.540
35027	7.777
35028	8.142
35029	8.467
35031	21.827
35033	1.984
35035	23.660
35037	2.957
35039	15.023
35041	7.696
35043	58.134
35045	50.073
35047	10.346
35049	68.330
35051	3.500
35053	6.099
35055	13.684
35057	4.899
35059	1.787
35061	27.569
36001	152.880
36003	19.426
36005	568.446
36007	81.546
36009	33.805
36011	34.779
36013	53.286
36015	34.497
36017	21.879
36019	34.170
36021	30.208
36023	22.177
36025	18.424
36027	136.623
36029	423.969
36031	16.512
36033	18.872
36035	21.994
36037	28.222
36039	19.874
36041	2.074
36043	26.681
36045	42.218
36047	1.162.805
36049	11.128
36051	30.000
36053	31.233
36055	349.414
36057	20.944
36059	665.003
36061	880.625
36063	94.838
36065	96.555
36067	211.865
36069	52.999
36071	170.081
36073	16.999
36075	50.302
36077	26.839
36079	48.330
36081	1.118.070
36083	78.498
36085	210.147
36087	145.521
36089	41.170
36091	113.111
36093	72.806
36095	14.030
36097	7.582
36099	14.792
36101	40.906
36103	736.297
36105	31.418
36107	22.101
36109	49.234
36111	84.120
36113	29.557
36115	26.592
36117	42.474
36119	457.535
36121	17.186
36123	11.416
37001	74.848
37003	16.986
37005	4.064
37007	10.252
37009	11.635
37011	6.948
37013	18.993
37015	7.871
37017	13.586
37019	44.131
37021	127.949
37023	37.880
37025	95.207
37027	33.949
37029	4.351
37031	28.685
37033	9.118
37035	72.564
37037	32.638
37039	10.323
37041	5.205
37043	3.836
37045	44.408
37047	21.092
37049	39.295
37051	120.216
37053	12.140
37055	15.511
37057	75.738
37059	19.174
37061	24.890
37063	153.193
37065	20.669
37067	173.099
37069	27.752
37071	99.442
37073	4.856
37075	2.737
37077	27.854
37079	8.987
37081	245.003
37083	19.136
37085	48.150
37087	26.863
37089	49.422
37091	8.750
37093	18.717
37095	1.695
37097	79.872
37099	17.108
37101	85.706
37103	4.286
37105	24.784
37107	26.124
37109	39.483
37111	20.080
37113	13.921
37115	9.150
37117	9.200
37119	550.835
37121	5.737
37123	11.099
37125	36.950
37127	40.804
37129	109.278
37131	7.326
37133	60.380
37135	72.035
37137	5.058
37139	16.258
37141	24.785
37143	4.781
37145	17.122
37147	83.425
37149	8.294
37151	63.705
37153	15.666
37155	46.873
37157	38.949
37159	60.912
37161	23.147
37163	27.914
37165	10.775
37167	27.741
37169	20.995
37171	31.830
37173	6.296
37175	12.905
37177	1.160
37179	109.842
37181	16.761
37183	528.737
37185	6.694
37187	4.454
37189	26.260
37191	50.709
37193	28.511
37195	33.679
37197	16.862
37199	7.022
38001	1.045
38003	5.442
38005	2.276
38007	330
38009	2.902
38011	1.754
38013	1.070
38015	48.847
38017	96.105
38019	1.900
38021	2.394
38023	1.568
38025	3.184
38027	1.137
38029	1.421
38031	1.566
38033	922
38035	37.848
38037	1.192
38039	1.052
38041	1.413
38043	1.223
38045	2.098
38047	874
